ID,Work Item Type,Title,Title,Title,Description,Assigned To,Business Owner,Business Process Lead,Area Path,Tags,State,Priority,Risk,Effort,Business Value,Time Criticality,Business Outcome Category,Value Area,Process Sequence ID,Discipline
,Feature,,Define compensation policies and strategy,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.010,
,User Story,,,Allocate compensation budget across the organization,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.010.100,
,User Story,,,Establish budgets for compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.010.200,
,User Story,,,Fixed compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.010.300,
,User Story,,,Variable compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.010.400,
,Feature,,Define employee benefit offerings and strategy,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.020,
,User Story,,,Define benefits,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.020.100,
,User Story,,,Define benefits eligibility rules/criteria,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.020.200,
,Feature,,Define payroll policies and strategy,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.030,
,User Story,,,Define payroll policies and strategy,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.030.100,
,Feature,,Enroll employees in benefits,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040,
,User Story,,,Manually assign benefits,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040.100,
,User Story,,,New hire enrollments,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040.200,
,User Story,,,Open enrollment,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040.300,
,User Story,,,Send benefit enrollment details to benefit providers,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040.400,
,User Story,,,Send benefit enrollment details to payroll for deductions,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040.500,
,User Story,,,Update the benefits,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040.600,
,User Story,,,Validate and approve employee benefits,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040.700,
,User Story,,,View or print employee benefits statement,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.040.800,
,Feature,,Pay employees,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050,
,User Story,,,Create and manage deductions,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.100,
,User Story,,,Define earnings types,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.150,
,User Story,,,Define pay periods,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.200,
,User Story,,,Define payroll accrual,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.250,
,User Story,,,Define payroll elements,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.300,
,User Story,,,Define payroll integration,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.350,
,User Story,,,Establish pay for a new worker,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.400,
,User Story,,,Final settlement (when employee leaves),,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.450,
,User Story,,,Generate bank transfer statements,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.500,
,User Story,,,Generate pay slips,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.550,
,User Story,,,Generate salary statements,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.600,
,User Story,,,Process payroll,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.650,
,User Story,,,Verify payroll data,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.700,
,User Story,,,Based on performance ratings,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.750,
,User Story,,,Pay Commissions,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.800,
,User Story,,,Pay for piece work,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.050.850,
,Feature,,Record life events ,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.060,
,User Story,,,Life events that add eligibility,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.060.100,
,User Story,,,Life events that happen in the future,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.060.200,
,User Story,,,Life events that remove eligibility,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.060.300,
,User Story,,,"Process, validate and approve life events",,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.060.400,
,Feature,,Request and process compensation changes,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070,
,User Story,,,Approve and process adjusted compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070.100,
,User Story,,,Perform mass compensation increase,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070.200,
,User Story,,,Performance related,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070.300,
,User Story,,,Position transfers,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070.400,
,User Story,,,Process compensation plan,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070.500,
,User Story,,,Promotions,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070.600,
,User Story,,,Review and adjust proposed compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070.700,
,User Story,,,Review and approve compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.070.800,
,Feature,,"Analyze benefits, compensation and payroll information",,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.080,
,User Story,,,Analyze employee compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.080.100,
,User Story,,,Perform compensation market research,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.080.200,
,User Story,,,Review and analyze employee benefits,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70.080.300,
,Epic,Define and manage warehouse operations,,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10,
,Feature,,Define warehouse operations processes,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010,
,User Story,,,Define forward picking replenishment flow,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.100,
,User Story,,,Define inventory counting policy,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.200,
,User Story,,,Define inventory movement flow,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.300,
,User Story,,,Define purchase order receiving flow,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.400,
,User Story,,,Define retail store replenishment flow,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.500,
,User Story,,,Define return order receiving flow,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.600,
,User Story,,,Define sales order picking flow,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.700,
,User Story,,,Define transfer order picking flow,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.800,
,User Story,,,Define transfer order receiving flow,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.010.900,
,Feature,,Document warehouse layout,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.020,
,User Story,,,Define warehouse locations,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.020.100,
,User Story,,,Define warehouse sites,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.020.200,
,User Story,,,Define warehouses,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.020.300,
,User Story,,,Define warehouse zones,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.020.400,
,Feature,,Document warehouse policies,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.030,
,User Story,,,Define packing materials,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.030.500,
,User Story,,,Define shipping carriers,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.030.600,
,User Story,,,Define item restrictions,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.030.700,
,User Story,,,Define location restrictions,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.030.800,
,User Story,,,Define location volumetrics,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.030.900,
,Feature,,Identify warehouse worker access,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.040,
,User Story,,,Define worker parameters,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.040.100,
,Feature,,Define key performance indicators for warehouse operations,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.050,
,User Story,,,Define key performance indicators for warehouse operations,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.050.100,
,Feature,,Analyze warehouse performance,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.060,
,User Story,,,Analyze on time and in full delivery,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.060.200,
,User Story,,,Create vendor performance scorecards,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.060.300,
,User Story,,,Review warehouse capacity,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.060.400,
,User Story,,,Review worker efficiency,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.10.060.500,
,Epic,Maintain inventory levels,,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20,
,Feature,,Control vendor managed inventory and consignment inventory,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010,
,User Story,,,Convert ownership of consigned inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.100,
,User Story,,,Convert ownership of consigned inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.150,
,User Story,,,Define consignment policies,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.200,
,User Story,,,Define consignment policies,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.250,
,User Story,,,Establish consignment relationship,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.300,
,User Story,,,Establish consignment relationship,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.350,
,User Story,,,Post consumption of consigned inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.400,
,User Story,,,Post consumption of consigned inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.450,
,User Story,,,Post consumption of vendor managed inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.500,
,User Story,,,Post consumption of vendor managed inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.550,
,User Story,,,Receive vendor managed inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.600,
,User Story,,,Receive vendor managed inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.650,
,User Story,,,Track consigned inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.700,
,User Story,,,Track consigned inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.010.750,
,Feature,,Process inventory movements,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.020,
,User Story,,,Use movement journal to process inventory movements,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.020.100,
,User Story,,,Replenish warehouse locations,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.020.200,
,User Story,,,Transfer inventory between sites,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.020.300,
,User Story,,,Use transfer journals to move inventory,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.020.400,
,Feature,,Stage inventory,,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.030,
,User Story,,,Stage outbound goods in a warehouse,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.030.100,
,User Story,,,Stage received goods in a warehouse,,,,,DevOps Product Catalog Working Instance\Inventory to deliver,,New,1,,,,,,Business,60.20.030.200,
